python trading_bot.py
2026-07-08 10:46:51,822 | ERROR | $TATAMOTORS.NS: possibly delisted; no price data found  (period=1d) (Yahoo error = "No data found, symbol may be delisted")
2026-07-08 10:46:51,823 | WARNING | No data for TATAMOTORS — skipping
2026-07-08 10:47:55,121 | ERROR | $TATAMOTORS.NS: possibly delisted; no price data found  (period=1d) (Yahoo error = "No data found, symbol may be delisted")
2026-07-08 10:47:55,122 | WARNING | No data for TATAMOTORS — skipping
2026-07-08 10:48:57,482 | ERROR | $TATAMOTORS.NS: possibly delisted; no price data found  (period=1d) (Yahoo error = "No data found, symbol may be delisted")
2026-07-08 10:48:57,484 | WARNING | No data for TATAMOTORS — skipping
2026-07-08 10:50:00,783 | ERROR | $TATAMOTORS.NS: possibly delisted; no price data found  (period=1d) (Yahoo error = "No data found, symbol may be delisted")
2026-07-08 10:50:00,784 | WARNING | No data for TATAMOTORS — skipping
2026-07-08 10:51:04,429 | ERROR | $TATAMOTORS.NS: possibly delisted; no price data found  (period=1d) (Yahoo error = "No data found, symbol may be delisted")
2026-07-08 10:51:04,430 | WARNING | No data for TATAMOTORS — skipping
2026-07-08 10:52:09,886 | ERROR | $TATAMOTORS.NS: possibly delisted; no price data found  (period=1d) (Yahoo error = "No data found, symbol may be delisted")
2026-07-08 10:52:09,887 | WARNING | No data for TATAMOTORS — skipping
2026-07-08 10:53:18,346 | ERROR | $TATAMOTORS.NS: possibly delisted; no price data found  (period=1d) (Yahoo error = "No data found, symbol may be delisted")
2026-07-08 10:53:18,347 | WARNING | No data for TATAMOTORS — skipping
2026-07-08 10:54:23,868 | ERROR | $TATAMOTORS.NS: possibly delisted; no price data found  (period=1d) (Yahoo error = "No data found, symbol may be delisted")
2026-07-08 10:54:23,868 | WARNING | No data for TATAMOTORS — skipping
2026-07-08 10:55:29,106 | ERROR | $TATAMOTORS.NS: possibly delisted; no price data found  (period=1d) (Yahoo error = "No data found, symbol may be delisted")
